0,225,817
0,249,817
0,277,817
0,309,817
0,335,817
0,362,817
0,375,817
0,392,817
0,412,817
0,436,817
0,464,817
0,485,817
0,476,817
0,490,817
0,511,817
0,543,817
0,565,897
0,594,897
0,599,897
0,599,897
0,606,897
0,616,897
0,617,897
0,639,897
0,660,897
0,672,897
0,673,897
0,685,897
0,694,897
0,701,897
0,690,897
0,706,897
0,710,897
0,721,897
0,727,897
0,751,897
0,751,897
0,766,897
0,769,897
0,772,897
0,757,897
0,745,897
0,746,897
0,752,897
0,771,897
0,761,922
0,764,922
0,754,922
0,771,922
0,772,922
0,772,922
0,806,922
0,825,922
0,829,922
0,834,922
0,803,922
0,789,922
0,790,922
0,809,922
0,808,922
0,826,922
0,813,922
0,811,922
0,811,922
0,814,922
0,816,922
0,837,967
0,838,967
0,841,967
0,844,967
0,839,967
0,839,967
0,844,967
0,848,967
0,836,967
0,838,967
0,840,967
0,824,967
0,828,967
0,832,967
0,850,967
0,821,967
0,825,967
0,845,967
0,846,967
0,867,967
0,831,967
0,851,967
0,850,967
0,833,967
0,832,967
0,832,967
0,853,967
0,833,967
0,834,967
0,799,967
0,814,967
0,835,967
0,836,967
0,858,967
0,878,967
0,865,967
0,866,967
0,867,967
0,868,967
0,851,967
0,834,967
0,856,967
0,858,967
0,860,967
0,859,967
0,859,967
0,860,967
0,843,967
0,861,967
0,842,967
0,805,967
0,807,967
0,827,967
0,846,967
0,847,967
0,848,967
0,852,967
0,854,967
0,855,967
0,834,967
0,835,967
0,854,967
0,854,967
0,854,967
0,859,967
0,859,967
0,879,967
0,876,967
0,857,967
0,875,967
0,893,967
0,931,967
0,914,967
0,917,967
0,919,967
0,918,967
0,934,967
0,933,967
0,933,967
0,913,967
0,895,967
0,897,967
0,898,967
0,881,967
0,882,967
0,863,967
0,883,967
0,884,967
0,865,967
0,861,967
0,878,967
0,861,967
0,840,967
0,858,967
0,839,967
0,838,967
0,839,967
0,873,967
0,892,967
0,873,967
0,892,967
0,873,967
0,855,967
0,874,967
0,877,967
0,877,967
0,875,967
0,894,967
0,913,967
0,935,967
0,921,967
0,901,967
0,882,967
0,865,967
0,883,967
0,902,967
0,865,967
0,865,967
0,884,967
0,865,967
0,865,967
0,865,967
0,904,967
0,905,967
0,924,967
0,921,967
0,940,967
0,942,967
0,922,967
0,922,967
0,924,967
0,907,967
0,926,967
0,923,967
0,942,967
0,943,967
0,941,967
0,922,967
0,941,967
0,940,982
0,960,982
0,941,982
0,939,982
0,919,982
0,881,982
0,860,982
0,879,982
0,881,982
0,861,982
0,841,982
0,823,982
0,842,982
0,879,982
0,880,982
0,904,982
0,905,982
0,885,982
0,884,982
0,904,982
0,923,982
0,903,982
0,923,982
0,942,982
0,943,982
0,943,982
0,942,982
0,921,982
0,921,982
0,904,982
0,906,982
0,905,982
0,942,982
0,925,982
0,924,982
0,905,982
0,904,982
0,906,982
0,906,982
0,887,982
0,868,982
0,868,982
0,865,982
0,888,982
0,888,982
0,887,982
0,891,982
0,889,982
0,891,982
0,911,982
0,910,982
0,872,982
0,908,982
0,908,982
0,909,982
0,911,982
0,913,982
0,912,982
0,911,982
0,895,982
0,915,982
0,910,982
0,910,982
0,891,987
0,872,987
0,889,987
0,910,987
0,890,987
0,891,987
0,894,987
0,892,987
0,889,987
0,888,987
0,887,987
0,872,987
0,872,987
0,892,987
0,893,987
0,893,987
0,893,987
0,856,987
0,837,987
0,837,987
0,857,987
0,876,987
0,873,987
0,872,987
0,873,987
0,893,987
0,873,987
0,891,987
0,893,987
0,891,987
0,893,987
0,916,987
